,database_speech,speech_file_path,aug_phase,room_x,room_y,room_z,volume,rt60_set,mic_pos_x,mic_pos_y,mic_pos_z,src_pos_x,src_pos_y,src_pos_z,rt60_true,rt60_masp_stats,cd_masp_stats,mfp_masp_stats,rt30_meas,rt20_meas,edt_meas,c50_meas,ir_file_name,ir_file_path,database_rir,split
0,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p341/p341_387_mic1.flac,1,16.7453009560789,16.49822714354999,3.521847668874745,972.9730326128514,0.6892043029387224,9.038185250348722,6.419397500254102,1.0878120873841,9.13818525034872,6.419397500254102,1.0878120873841,0.6892127154687029,0.6892127154687029,2.1198192159927287,4.947155898218541,1.2188949707459482,1.2348497235033848,0.7647389705443589,6.34037353271051,monoRIR_x1675y1650z352_rtms69.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x1675y1650z352_rtms69.wav,synth_rirs_mono,train
1,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p278/p278_078_mic1.flac,1,26.30086436971896,24.173326538112487,4.824341169489319,3067.216650401105,0.9452679618969454,14.772623335583248,11.234216472841569,1.2782891621396204,14.872623335583247,11.234216472841569,1.2782891621396204,0.9452728862747564,0.9452630375191344,3.213815582727447,6.976622575045345,1.8192832902887803,1.7486532373105923,0.3911203523511553,8.951779202143788,monoRIR_x2630y2417z482_rtms95.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x2630y2417z482_rtms95.wav,synth_rirs_mono,train
2,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p308/p308_120_mic2.flac,1,9.234733779174473,8.447401281812077,2.7164818914419127,211.911399443956,0.3210582184111114,4.482964689346057,4.4876397051063375,1.1282970411003106,4.582964689346056,4.4876397051063375,1.1282970411003106,0.3210728871400302,0.3210435496821925,1.4495067734066651,3.362533437563948,0.4641735501620705,0.4395107252768334,0.3977230960487622,8.420138023527574,monoRIR_x923y844z272_rtms32.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x923y844z272_rtms32.wav,synth_rirs_mono,train
3,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p361/p361_333_mic2.flac,1,21.80410546487127,14.777228294387266,3.97575106109389,1281.0038658040785,0.664778237694165,13.656353108550062,8.7478357629365,1.7079922093942466,13.756353108550062,8.7478357629365,1.7079922093942466,0.6648080180949202,0.6648080180949202,2.4765788485139675,5.4785602636595385,1.107545204473119,1.048622513078511,0.4838385294323053,7.636844979823081,monoRIR_x2180y1478z398_rtms66.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x2180y1478z398_rtms66.wav,synth_rirs_mono,train
4,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p336/p336_354_mic1.flac,1,8.699727204150975,7.145539963604459,3.075025841139923,191.15667025492323,0.2615001998858852,5.279829207473311,4.533716242714752,1.669855966046781,5.379829207473311,4.533716242714752,1.669855966046781,0.2615177021718473,0.2615177021718473,1.5253490865324313,3.4477165675744046,0.3153941758978382,0.323520318458219,0.2652876579448714,13.035777139452536,monoRIR_x869y715z308_rtms26.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x869y715z308_rtms26.wav,synth_rirs_mono,train
5,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p244/p244_086_mic1.flac,1,20.333353298570408,13.42418594360216,2.8733519890483654,784.3064682162269,0.5357830898733066,7.595940609542265,7.641895395873982,1.2602098995614726,7.695940609542265,7.641895395873982,1.2602098995614726,0.5358252081351281,0.5358252081351281,2.158521562185218,4.239998546426555,1.0266889184068306,1.0043419347092422,0.6598033684120694,6.449044654857008,monoRIR_x2032y1342z287_rtms54.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x2032y1342z287_rtms54.wav,synth_rirs_mono,train
6,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p336/p336_330_mic1.flac,1,7.198125239252307,6.0197938622923095,3.288748744471251,142.50552870373906,0.2301241890642188,4.568408313009808,3.157434920184446,1.779524028168728,4.668408313009808,3.157434920184446,1.779524028168728,0.230125740534782,0.230125740534782,1.4039715940671569,3.2834753011508444,0.2445457004687655,0.2394111004620645,0.2663475300778295,15.732061908722454,monoRIR_x720y602z329_rtms23.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x720y602z329_rtms23.wav,synth_rirs_mono,train
7,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p310/p310_119_mic2.flac,-1,24.2973047047964,20.715113079978792,3.657306803818256,1840.800833753005,0.9481393254615432,15.089811040785094,10.2496565532731,1.1179019319688157,15.189811040785091,10.2496565532731,1.1179019319688157,0.9481601844719376,0.9481601844719376,2.485922629022508,5.511828309552787,1.895671169882712,1.87632734260988,1.232865369007399,5.492591901747591,monoRIR_x2430y2072z366_rtms95.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x2430y2072z366_rtms95.wav,synth_rirs_mono,train
8,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p267/p267_255_mic2.flac,-1,7.5459040154596995,5.845415993312033,2.5778516941563847,113.70632637041288,0.2240122883225159,3.071061457964521,3.280381232460277,1.4552456297706708,3.171061457964521,3.280381232460277,1.4552456297706708,0.2240201226716748,0.2240044539733571,1.2711273144211588,2.892194767883203,0.2719560202770485,0.2783062798098888,0.2966709663360591,13.083223175018707,monoRIR_x755y585z258_rtms22.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x755y585z258_rtms22.wav,synth_rirs_mono,train
9,VCTK,/home/ubuntu/Data_guestxr2/VCTK/wav48_silence_trimmed/p336/p336_390_mic2.flac,-1,9.400576477295903,8.09355478038327,3.977404123269029,302.617136236333,0.3809457132536864,4.168906557251828,4.935753569911011,1.907101605795652,4.268906557251827,4.935753569911011,1.907101605795652,0.3809503537666756,0.3809503537666756,1.59014830849307,4.154965039128571,0.4283921578930741,0.4374778236042779,0.3708997949208096,9.424824676335794,monoRIR_x940y809z398_rtms38.wav,/home/ubuntu/Data_guestxr2/synth_rirs_mono/monoRIR_x940y809z398_rtms38.wav,synth_rirs_mono,train
